rank,gene_id,protein_id,protein_name,log2_fold_change,fold_change,p_value,cellular_location,immunogenicity_score,combined_score
241,ENSG00000241186,ENSP00000241186,CRIPTO protein,3.66,12.67,3.234e-07,membrane,0.95,5.462
242,ENSG00000196335,ENSP00000196335,STK31 protein,3.66,12.68,1.958e-05,membrane,0.88,5.461
243,ENSG00000088002,ENSP00000088002,SULT2B1 protein,3.66,12.68,1.100e-07,cytoplasm,0.6799999999999999,5.442
244,ENSG00000162892,ENSP00000162892,IL24 protein,3.66,12.63,6.580e-03,secreted,0.8899999999999999,5.438
245,ENSG00000174672,ENSP00000174672,BRSK2 protein,3.66,12.66,6.824e-04,cytoplasm,0.72,5.434
246,ENSG00000140093,ENSP00000140093,SERPINA10 protein,3.64,12.43,6.007e-04,secreted,0.7799999999999999,5.350
247,ENSG00000181544,ENSP00000181544,FANCB protein,3.64,12.43,5.186e-06,nucleus,0.59,5.330
248,ENSG00000185974,ENSP00000185974,GRK1 protein,3.61,12.25,2.297e-04,membrane,0.9,5.290
249,ENSG00000249942,ENSP00000249942,ENSG00000249942 protein,3.63,12.38,2.282e-03,unknown,0.05,5.254
250,ENSG00000102048,ENSP00000102048,ASB9 protein,3.60,12.16,1.824e-04,cytoplasm,0.6799999999999999,5.231
251,ENSG00000163618,ENSP00000163618,CADPS protein,3.59,12.05,4.513e-05,membrane,0.98,5.218
252,ENSG00000264175,ENSP00000264175,ENSG00000264175 protein,3.62,12.26,1.731e-02,unknown,0.05,5.202
253,ENSG00000175063,ENSP00000175063,UBE2C protein,3.59,12.08,4.897e-06,nucleus,0.6,5.192
254,ENSG00000286540,ENSP00000286540,ENSG00000286540 protein,3.61,12.21,5.623e-03,unknown,0.05,5.186
255,ENSG00000142235,ENSP00000142235,LMTK3 protein,3.57,11.89,1.574e-04,membrane,0.93,5.150
256,ENSG00000232850,ENSP00000232850,ENSG00000232850 protein,3.59,12.07,3.834e-04,unknown,0.05,5.133
257,ENSG00000236449,ENSP00000236449,ENSG00000236449 protein,3.59,12.07,3.506e-02,unknown,0.05,5.122
258,ENSG00000236212,ENSP00000236212,ENSG00000236212 protein,3.58,11.95,2.724e-04,unknown,0.05,5.085
259,ENSG00000163739,ENSP00000163739,CXCL1 protein,3.56,11.76,5.020e-06,secreted,0.7999999999999999,5.084
260,ENSG00000124875,ENSP00000124875,CXCL6 protein,3.55,11.73,3.310e-03,secreted,0.7599999999999999,5.068
261,ENSG00000213246,ENSP00000213246,SUPT4H1 protein,3.56,11.76,1.370e-04,nucleus,0.4599999999999999,5.051
262,ENSG00000261863,ENSP00000261863,ENSG00000261863 protein,3.57,11.86,6.383e-03,unknown,0.05,5.049
263,ENSG00000141505,ENSP00000141505,ASGR1 protein,3.54,11.61,1.008e-02,membrane,0.99,5.041
264,ENSG00000287388,ENSP00000287388,ENSG00000287388 protein,3.55,11.73,7.503e-03,unknown,0.05,4.995
265,ENSG00000174951,ENSP00000174951,FUT1 protein,3.51,11.41,6.913e-06,membrane,0.98,4.960
266,ENSG00000272328,ENSP00000272328,ENSG00000272328 protein,3.54,11.64,5.290e-05,unknown,0.05,4.960
267,ENSG00000261787,ENSP00000261787,TCF24 protein,3.52,11.50,6.220e-03,nucleus,0.6100000000000001,4.959
268,ENSG00000231566,ENSP00000231566,ENSG00000231566 protein,3.54,11.59,4.720e-04,unknown,0.05,4.942
269,ENSG00000110944,ENSP00000110944,IL23A protein,3.51,11.42,6.925e-05,secreted,0.7399999999999999,4.941
270,ENSG00000287862,ENSP00000287862,ENSG00000287862 protein,3.54,11.61,3.826e-02,unknown,0.05,4.936
271,ENSG00000236347,ENSP00000236347,ENSG00000236347 protein,3.53,11.54,9.808e-04,unknown,0.05,4.920
272,ENSG00000266401,ENSP00000266401,ENSG00000266401 protein,3.53,11.56,3.935e-02,unknown,0.05,4.919
273,ENSG00000168243,ENSP00000168243,GNG4 protein,3.50,11.29,1.419e-03,membrane,1,4.917
274,ENSG00000088836,ENSP00000088836,SLC4A11 protein,3.50,11.29,5.171e-04,membrane,0.98,4.914
275,ENSG00000175894,ENSP00000175894,TSPEAR protein,3.50,11.32,8.982e-03,membrane,0.81,4.906
276,ENSG00000263745,ENSP00000263745,ENSG00000263745 protein,3.52,11.47,5.641e-04,unknown,0.05,4.892
277,ENSG00000250584,ENSP00000250584,ENSG00000250584 protein,3.52,11.46,1.063e-02,unknown,0.05,4.886
278,ENSG00000279806,ENSP00000279806,ENSG00000279806 protein,3.51,11.39,1.046e-04,unknown,0.1,4.864
279,ENSG00000214313,ENSP00000214313,ENSG00000214313 protein,3.51,11.39,5.826e-04,unknown,0.05,4.862
280,ENSG00000234753,ENSP00000234753,ENSG00000234753 protein,3.50,11.30,2.813e-05,unknown,0.1,4.831
281,ENSG00000138152,ENSP00000138152,ENSG00000138152 protein,3.50,11.31,1.345e-04,unknown,0.05,4.828
282,ENSG00000141316,ENSP00000141316,SPACA3 protein,3.47,11.07,1.838e-03,membrane,0.93,4.820
283,ENSG00000253161,ENSP00000253161,ENSG00000253161 protein,3.49,11.26,1.777e-04,unknown,0.1,4.815
284,ENSG00000182352,ENSP00000182352,ENSG00000182352 protein,3.49,11.24,1.314e-02,unknown,0.05,4.796
285,ENSG00000165480,ENSP00000165480,SKA3 protein,3.47,11.06,1.353e-07,cytoplasm,0.69,4.791
286,ENSG00000253641,ENSP00000253641,ENSG00000253641 protein,3.49,11.21,6.024e-04,unknown,0.05,4.790
287,ENSG00000253438,ENSP00000253438,ENSG00000253438 protein,3.48,11.15,3.439e-05,unknown,0.1,4.770
288,ENSG00000262370,ENSP00000262370,ENSG00000262370 protein,3.48,11.12,1.470e-03,unknown,0.1,4.759
289,ENSG00000180914,ENSP00000180914,OXTR protein,3.45,10.91,2.272e-04,membrane,0.89,4.755
290,ENSG00000216588,ENSP00000216588,IGSF23 protein,3.45,10.90,5.531e-03,membrane,0.85,4.745
291,ENSG00000160862,ENSP00000160862,AZGP1 protein,3.44,10.86,2.325e-07,secreted,0.88,4.732
292,ENSG00000176244,ENSP00000176244,ENSG00000176244 protein,3.47,11.06,3.561e-05,unknown,0.1,4.732
293,ENSG00000285897,ENSP00000285897,ENSG00000285897 protein,3.44,10.84,4.261e-05,membrane,0.8300000000000001,4.720
294,ENSG00000115008,ENSP00000115008,IL1A protein,3.43,10.75,1.821e-02,secreted,0.87,4.680
295,ENSG00000125363,ENSP00000125363,AMELX protein,3.42,10.72,9.525e-03,secreted,0.77,4.662
296,ENSG00000136231,ENSP00000136231,IGF2BP3 protein,3.42,10.73,2.868e-02,cytoplasm,0.72,4.657
297,ENSG00000276672,ENSP00000276672,ENSG00000276672 protein,3.44,10.85,6.704e-06,unknown,0.1,4.651
298,ENSG00000011426,ENSP00000011426,ANLN protein,3.41,10.65,4.683e-08,cytoplasm,0.84,4.644
299,ENSG00000230061,ENSP00000230061,ENSG00000230061 protein,3.44,10.82,5.815e-05,unknown,0.1,4.640
300,ENSG00000134538,ENSP00000134538,SLCO1B1 protein,3.41,10.62,2.728e-02,membrane,0.96,4.636
301,ENSG00000171388,ENSP00000171388,APLN protein,3.41,10.63,5.176e-04,secreted,0.83,4.634
302,ENSG00000224945,ENSP00000224945,ENSG00000224945 protein,3.44,10.83,1.396e-02,unknown,0.05,4.632
303,ENSG00000142408,ENSP00000142408,CACNG8 protein,3.41,10.62,4.556e-02,membrane,0.92,4.628
304,ENSG00000257883,ENSP00000257883,ENSG00000257883 protein,3.43,10.80,3.348e-03,unknown,0.05,4.624
305,ENSG00000139055,ENSP00000139055,ERP27 protein,3.38,10.43,5.906e-03,membrane,1,4.572
306,ENSG00000165891,ENSP00000165891,E2F7 protein,3.40,10.53,6.549e-08,nucleus,0.51,4.563
307,ENSG00000227619,ENSP00000227619,ENSG00000227619 protein,3.41,10.62,1.282e-05,unknown,0.1,4.558
308,ENSG00000006118,ENSP00000006118,TMEM132A protein,3.36,10.28,9.804e-07,membrane,0.98,4.510
309,ENSG00000182272,ENSP00000182272,B4GALNT4 protein,3.36,10.29,2.053e-02,membrane,1,4.509
310,ENSG00000130513,ENSP00000130513,GDF15 protein,3.36,10.28,2.370e-03,secreted,0.89,4.502
311,ENSG00000164532,ENSP00000164532,TBX20 protein,3.37,10.32,2.686e-03,nucleus,0.6200000000000001,4.491
312,ENSG00000071539,ENSP00000071539,TRIP13 protein,3.37,10.34,3.742e-07,nucleus,0.53,4.490
313,ENSG00000101850,ENSP00000101850,GPR143 protein,3.35,10.23,1.715e-05,membrane,0.8999999999999999,4.481
314,ENSG00000256298,ENSP00000256298,ENSG00000256298 protein,3.38,10.43,5.562e-04,unknown,0.05,4.479
315,ENSG00000122778,ENSP00000122778,KIAA1549 protein,3.35,10.18,2.185e-06,membrane,1,4.470
316,ENSG00000196132,ENSP00000196132,MYT1 protein,3.36,10.29,7.789e-03,nucleus,0.53,4.469
317,ENSG00000164588,ENSP00000164588,HCN1 protein,3.35,10.22,3.509e-02,membrane,0.91,4.468
318,ENSG00000269516,ENSP00000269516,ENSG00000269516 protein,3.37,10.35,9.641e-03,unknown,0.05,4.442
319,ENSG00000198723,ENSP00000198723,ENSG00000198723 protein,3.37,10.33,2.099e-03,unknown,0.1,4.440
320,ENSG00000120068,ENSP00000120068,HOXB8 protein,3.35,10.18,2.678e-03,nucleus,0.69,4.439
321,ENSG00000286733,ENSP00000286733,ENSG00000286733 protein,3.37,10.32,1.318e-02,unknown,0.05,4.429
322,ENSG00000088325,ENSP00000088325,TPX2 protein,3.34,10.14,4.642e-07,cytoplasm,0.71,4.426
323,ENSG00000182489,ENSP00000182489,XKRX protein,3.33,10.05,2.552e-05,membrane,0.98,4.417
324,ENSG00000166415,ENSP00000166415,WDR72 protein,3.34,10.10,6.240e-03,cytoplasm,0.6699999999999999,4.406
325,ENSG00000227400,ENSP00000227400,ENSG00000227400 protein,3.35,10.23,1.552e-03,unknown,0.05,4.395
326,ENSG00000258947,ENSP00000258947,TUBB3 protein,3.33,10.07,1.361e-04,cytoplasm,0.67,4.395
327,ENSG00000257913,ENSP00000257913,ENSG00000257913 protein,3.35,10.21,8.558e-04,unknown,0.05,4.390
328,ENSG00000249859,ENSP00000249859,PVT1 protein,3.35,10.19,1.027e-03,unknown,0.1,4.385
329,ENSG00000251087,ENSP00000251087,ENSG00000251087 protein,3.35,10.18,6.583e-07,unknown,0.05,4.378
330,ENSG00000265688,ENSP00000265688,ENSG00000265688 protein,3.34,10.14,3.448e-07,unknown,0.05,4.362
331,ENSG00000188176,ENSP00000188176,SMTNL2 protein,3.32,9.98,2.437e-03,cytoplasm,0.64,4.357
332,ENSG00000108379,ENSP00000108379,WNT3 protein,3.30,9.86,8.104e-05,secreted,0.94,4.337
333,ENSG00000197506,ENSP00000197506,SLC28A3 protein,3.30,9.86,1.686e-03,membrane,0.86,4.329
334,ENSG00000182580,ENSP00000182580,EPHB3 protein,3.30,9.82,3.115e-05,membrane,1,4.327
335,ENSG00000102837,ENSP00000102837,OLFM4 protein,3.30,9.83,4.254e-04,secreted,0.92,4.324
336,ENSG00000162004,ENSP00000162004,CCDC78 protein,3.30,9.85,4.354e-02,cytoplasm,0.7699999999999999,4.306
337,ENSG00000124602,ENSP00000124602,UNC5CL protein,3.28,9.73,8.666e-07,membrane,0.98,4.292
338,ENSG00000276563,ENSP00000276563,ENSG00000276563 protein,3.32,9.97,5.488e-03,unknown,0.05,4.291
339,ENSG00000288530,ENSP00000288530,ENSG00000288530 protein,3.32,9.96,9.675e-04,unknown,0.05,4.289
340,ENSG00000265148,ENSP00000265148,ENSG00000265148 protein,3.31,9.94,5.831e-04,unknown,0.1,4.285
341,ENSG00000165490,ENSP00000165490,DDIAS protein,3.29,9.81,2.639e-07,nucleus,0.61,4.283
342,ENSG00000127423,ENSP00000127423,AUNIP protein,3.29,9.81,9.415e-09,nucleus,0.6,4.282
343,ENSG00000135960,ENSP00000135960,EDAR protein,3.28,9.69,1.747e-02,membrane,0.93,4.263
344,ENSG00000222033,ENSP00000222033,ENSG00000222033 protein,3.31,9.89,1.557e-03,unknown,0.05,4.262
345,ENSG00000050344,ENSP00000050344,NFE2L3 protein,3.28,9.74,7.274e-06,nucleus,0.59,4.257
346,ENSG00000088899,ENSP00000088899,LZTS3 protein,3.28,9.70,1.074e-05,cytoplasm,0.7799999999999999,4.256
347,ENSG00000150893,ENSP00000150893,FREM2 protein,3.27,9.66,1.232e-03,membrane,0.92,4.255
348,ENSG00000154856,ENSP00000154856,APCDD1 protein,3.25,9.53,6.042e-04,membrane,1,4.212
349,ENSG00000126778,ENSP00000126778,SIX1 protein,3.27,9.67,2.350e-02,nucleus,0.47,4.207
350,ENSG00000183960,ENSP00000183960,KCNH8 protein,3.25,9.52,7.443e-06,membrane,0.97,4.204
351,ENSG00000236751,ENSP00000236751,ENSG00000236751 protein,3.28,9.70,5.697e-04,unknown,0.05,4.184
352,ENSG00000170498,ENSP00000170498,KISS1 protein,3.25,9.49,1.222e-02,secreted,0.79,4.171
353,ENSG00000169174,ENSP00000169174,PCSK9 protein,3.23,9.40,3.505e-06,membrane,1,4.161
354,ENSG00000008300,ENSP00000008300,CELSR3 protein,3.23,9.40,4.227e-04,membrane,1,4.161
355,ENSG00000144354,ENSP00000144354,CDCA7 protein,3.24,9.47,3.852e-08,nucleus,0.68,4.157
356,ENSG00000186871,ENSP00000186871,ERCC6L protein,3.24,9.47,6.850e-07,nucleus,0.69,4.155
357,ENSG00000120708,ENSP00000120708,TGFBI protein,3.23,9.40,1.632e-06,secreted,0.91,4.150
358,ENSG00000163689,ENSP00000163689,ENSG00000163689 protein,3.26,9.60,4.688e-03,unknown,0.1,4.148
359,ENSG00000125531,ENSP00000125531,ENSG00000125531 protein,3.26,9.59,5.851e-03,unknown,0.05,4.141
360,ENSG00000261373,ENSP00000261373,ENSG00000261373 protein,3.26,9.56,3.216e-05,unknown,0.1,4.135
361,ENSG00000171102,ENSP00000171102,OBP2B protein,3.22,9.32,1.899e-02,secreted,0.76,4.098
362,ENSG00000167757,ENSP00000167757,KLK11 protein,3.21,9.27,4.859e-03,secreted,0.8799999999999999,4.096
363,ENSG00000112115,ENSP00000112115,IL17A protein,3.22,9.29,6.539e-03,secreted,0.77,4.092
364,ENSG00000280997,ENSP00000280997,ENSG00000280997 protein,3.24,9.48,1.759e-02,unknown,0.05,4.091
365,ENSG00000101057,ENSP00000101057,MYBL2 protein,3.21,9.28,1.993e-05,nucleus,0.7200000000000001,4.085
366,ENSG00000260877,ENSP00000260877,ENSG00000260877 protein,3.24,9.43,4.119e-03,unknown,0.05,4.076
367,ENSG00000175874,ENSP00000175874,CREG2 protein,3.21,9.23,1.859e-02,membrane,0.87,4.074
368,ENSG00000104415,ENSP00000104415,CCN4 protein,3.20,9.20,8.923e-05,secreted,0.85,4.065
369,ENSG00000237978,ENSP00000237978,ENSG00000237978 protein,3.23,9.39,6.474e-03,unknown,0.05,4.058
370,ENSG00000165621,ENSP00000165621,OXGR1 protein,3.19,9.14,8.553e-05,membrane,0.88,4.044
371,ENSG00000287156,ENSP00000287156,ENSG00000287156 protein,3.22,9.34,5.202e-05,unknown,0.05,4.042
372,ENSG00000137674,ENSP00000137674,MMP20 protein,3.20,9.21,2.840e-02,secreted,0.65,4.040
373,ENSG00000157766,ENSP00000157766,ACAN protein,3.20,9.16,6.137e-04,secreted,0.7299999999999999,4.037
374,ENSG00000144395,ENSP00000144395,ENSG00000144395 protein,3.22,9.30,2.269e-06,unknown,0.1,4.030
375,ENSG00000131746,ENSP00000131746,TNS4 protein,3.19,9.14,2.530e-05,cytoplasm,0.74,4.028
376,ENSG00000111110,ENSP00000111110,PPM1H protein,3.20,9.17,8.815e-08,nucleus,0.6,4.026
377,ENSG00000104044,ENSP00000104044,OCA2 protein,3.18,9.09,4.802e-03,membrane,0.89,4.024
378,ENSG00000149599,ENSP00000149599,DUSP15 protein,3.18,9.09,1.311e-03,membrane,0.87,4.021
379,ENSG00000248359,ENSP00000248359,ENSG00000248359 protein,3.21,9.28,4.253e-03,unknown,0.05,4.016
380,ENSG00000101197,ENSP00000101197,BIRC7 protein,3.19,9.12,3.770e-02,cytoplasm,0.6,3.998
381,ENSG00000237643,ENSP00000237643,ENSG00000237643 protein,3.20,9.21,4.346e-03,unknown,0.1,3.992
382,ENSG00000225680,ENSP00000225680,ENSG00000225680 protein,3.20,9.18,5.801e-06,unknown,0.05,3.978
383,ENSG00000276644,ENSP00000276644,DACH1 protein,3.17,9.01,1.656e-06,nucleus,0.64,3.969
384,ENSG00000272945,ENSP00000272945,ENSG00000272945 protein,3.19,9.12,2.499e-03,unknown,0.05,3.953
385,ENSG00000113946,ENSP00000113946,CLDN16 protein,3.15,8.89,2.052e-05,membrane,0.89,3.944
386,ENSG00000140481,ENSP00000140481,CCDC33 protein,3.18,9.06,1.128e-02,unknown,0.05,3.924
387,ENSG00000100867,ENSP00000100867,DHRS2 protein,3.15,8.87,9.744e-04,nucleus,0.6200000000000001,3.910
388,ENSG00000137571,ENSP00000137571,SLCO5A1 protein,3.13,8.77,2.109e-03,membrane,0.91,3.898
389,ENSG00000170561,ENSP00000170561,IRX2 protein,3.15,8.85,8.589e-03,nucleus,0.55,3.893
390,ENSG00000274080,ENSP00000274080,ENSG00000274080 protein,3.17,8.97,7.119e-04,unknown,0.05,3.893
391,ENSG00000239467,ENSP00000239467,ENSG00000239467 protein,3.16,8.95,3.144e-06,unknown,0.1,3.892
392,ENSG00000131188,ENSP00000131188,PRR7 protein,3.13,8.75,1.775e-05,membrane,0.86,3.885
393,ENSG00000264727,ENSP00000264727,ENSG00000264727 protein,3.17,8.98,4.409e-02,unknown,0.05,3.883
394,ENSG00000238062,ENSP00000238062,ENSG00000238062 protein,3.16,8.92,1.732e-05,unknown,0.05,3.874
395,ENSG00000286324,ENSP00000286324,ENSG00000286324 protein,3.16,8.92,8.669e-05,unknown,0.05,3.872
396,ENSG00000131910,ENSP00000131910,NR0B2 protein,3.13,8.75,9.348e-05,nucleus,0.6799999999999999,3.867
397,ENSG00000280623,ENSP00000280623,ENSG00000280623 protein,3.15,8.90,1.273e-02,unknown,0.05,3.863
398,ENSG00000118193,ENSP00000118193,KIF14 protein,3.12,8.71,6.425e-09,cytoplasm,0.7699999999999999,3.861
399,ENSG00000180176,ENSP00000180176,TH protein,3.12,8.72,4.139e-05,cytoplasm,0.6,3.847
400,ENSG00000133119,ENSP00000133119,RFC3 protein,3.13,8.73,6.348e-07,nucleus,0.5599999999999999,3.846
401,ENSG00000115507,ENSP00000115507,OTX1 protein,3.13,8.73,2.981e-03,nucleus,0.55,3.845
402,ENSG00000262585,ENSP00000262585,ENSG00000262585 protein,3.14,8.83,7.119e-04,unknown,0.05,3.835
403,ENSG00000081059,ENSP00000081059,TCF7 protein,3.12,8.70,1.233e-05,nucleus,0.51,3.829
404,ENSG00000131389,ENSP00000131389,SLC6A6 protein,3.10,8.59,6.282e-05,membrane,0.91,3.825
405,ENSG00000112238,ENSP00000112238,PRDM13 protein,3.11,8.65,4.641e-02,nucleus,0.5900000000000001,3.807
406,ENSG00000186451,ENSP00000186451,ENSG00000186451 protein,3.13,8.75,5.620e-05,unknown,0.05,3.804
407,ENSG00000273604,ENSP00000273604,EPOP protein,3.10,8.58,2.982e-05,nucleus,0.69,3.803
408,ENSG00000255398,ENSP00000255398,HCAR3 protein,3.10,8.59,4.714e-02,membrane,0.8200000000000001,3.803
409,ENSG00000229950,ENSP00000229950,ENSG00000229950 protein,3.13,8.75,4.034e-02,unknown,0.05,3.791
410,ENSG00000101104,ENSP00000101104,PABPC1L protein,3.10,8.57,9.393e-05,cytoplasm,0.62,3.789
411,ENSG00000254389,ENSP00000254389,ENSG00000254389 protein,3.12,8.69,9.396e-04,unknown,0.05,3.779
412,ENSG00000253746,ENSP00000253746,ENSG00000253746 protein,3.12,8.68,7.990e-05,unknown,0.05,3.779
413,ENSG00000253339,ENSP00000253339,ENSG00000253339 protein,3.12,8.67,1.168e-02,unknown,0.05,3.768
414,ENSG00000129474,ENSP00000129474,AJUBA protein,3.09,8.51,8.209e-08,cytoplasm,0.64,3.767
415,ENSG00000264424,ENSP00000264424,MYH4 protein,3.09,8.53,1.914e-02,cytoplasm,0.62,3.766
416,ENSG00000180210,ENSP00000180210,F2 protein,3.08,8.46,6.584e-03,secreted,0.69,3.752
417,ENSG00000262772,ENSP00000262772,ENSG00000262772 protein,3.11,8.63,1.953e-02,unknown,0.05,3.751
418,ENSG00000112877,ENSP00000112877,CEP72 protein,3.08,8.43,6.508e-08,cytoplasm,0.73,3.745
419,ENSG00000075461,ENSP00000075461,CACNG4 protein,3.08,8.43,4.909e-02,membrane,0.85,3.742
420,ENSG00000106327,ENSP00000106327,TFR2 protein,3.06,8.37,2.810e-04,membrane,0.89,3.736
421,ENSG00000204334,ENSP00000204334,ENSG00000204334 protein,3.10,8.58,1.080e-03,unknown,0.05,3.736
422,ENSG00000179603,ENSP00000179603,GRM8 protein,3.06,8.34,3.692e-04,membrane,1,3.735
423,ENSG00000229960,ENSP00000229960,ENSG00000229960 protein,3.10,8.57,1.189e-06,unknown,0.05,3.735
424,ENSG00000136881,ENSP00000136881,BAAT protein,3.07,8.41,3.315e-03,cytoplasm,0.7000000000000001,3.732
425,ENSG00000174939,ENSP00000174939,ASPHD1 protein,3.06,8.32,3.718e-03,membrane,1,3.727
426,ENSG00000138028,ENSP00000138028,CGREF1 protein,3.06,8.34,1.520e-05,secreted,0.7399999999999999,3.710
427,ENSG00000202402,ENSP00000202402,ENSG00000202402 protein,3.10,8.55,4.972e-02,unknown,0.05,3.708
428,ENSG00000228278,ENSP00000228278,ORM2 protein,3.06,8.34,1.278e-02,secreted,0.67,3.699
429,ENSG00000185008,ENSP00000185008,ROBO2 protein,3.04,8.25,3.025e-04,membrane,0.97,3.696
430,ENSG00000233695,ENSP00000233695,ENSG00000233695 protein,3.08,8.45,2.143e-03,unknown,0.1,3.690
431,ENSG00000234929,ENSP00000234929,ENSG00000234929 protein,3.08,8.45,6.362e-03,unknown,0.05,3.685
432,ENSG00000120254,ENSP00000120254,MTHFD1L protein,3.06,8.32,2.117e-08,mitochondria,0.4,3.670
433,ENSG00000168269,ENSP00000168269,FOXI1 protein,3.06,8.33,4.850e-02,nucleus,0.47,3.666
434,ENSG00000168646,ENSP00000168646,AXIN2 protein,3.03,8.17,1.269e-04,cytoplasm,0.94,3.663
435,ENSG00000226416,ENSP00000226416,ENSG00000226416 protein,3.07,8.40,7.334e-03,unknown,0.05,3.663
436,ENSG00000065328,ENSP00000065328,MCM10 protein,3.04,8.23,4.348e-08,nucleus,0.66,3.660
437,ENSG00000141527,ENSP00000141527,CARD14 protein,3.04,8.24,6.430e-08,cytoplasm,0.61,3.656
438,ENSG00000139618,ENSP00000139618,BRCA2 protein,3.04,8.23,1.398e-06,nucleus,0.57,3.650
439,ENSG00000091651,ENSP00000091651,ORC6 protein,3.04,8.21,4.957e-07,nucleus,0.54,3.637
440,ENSG00000186185,ENSP00000186185,KIF18B protein,3.03,8.17,4.709e-07,cytoplasm,0.62,3.628
441,ENSG00000280409,ENSP00000280409,ENSG00000280409 protein,3.05,8.29,7.507e-04,unknown,0.05,3.621
442,ENSG00000287626,ENSP00000287626,ENSG00000287626 protein,3.05,8.29,2.963e-03,unknown,0.05,3.621
443,ENSG00000186377,ENSP00000186377,CYP4X1 protein,3.01,8.04,3.296e-03,membrane,0.94,3.610
444,ENSG00000257906,ENSP00000257906,ENSG00000257906 protein,3.04,8.25,2.515e-05,unknown,0.05,3.605
445,ENSG00000100593,ENSP00000100593,ISM2 protein,3.02,8.10,2.056e-02,secreted,0.67,3.601
446,ENSG00000167798,ENSP00000167798,ENSG00000167798 protein,3.04,8.25,1.856e-02,unknown,0.05,3.599
447,ENSG00000234899,ENSP00000234899,ENSG00000234899 protein,3.05,8.26,4.700e-02,unknown,0.1,3.599
448,ENSG00000148346,ENSP00000148346,LCN2 protein,3.00,8.01,3.098e-03,secreted,0.7999999999999999,3.583
449,ENSG00000189001,ENSP00000189001,SBSN protein,3.01,8.04,7.166e-03,secreted,0.66,3.581
450,ENSG00000118707,ENSP00000118707,TGIF2 protein,3.01,8.07,7.414e-06,nucleus,0.54,3.581
451,ENSG00000115850,ENSP00000115850,LCT protein,3.00,8.00,4.067e-02,membrane,0.88,3.576
452,ENSG00000162009,ENSP00000162009,SSTR5 protein,2.99,7.97,1.702e-02,membrane,0.91,3.574
453,ENSG00000179066,ENSP00000179066,ENSG00000179066 protein,3.03,8.19,2.411e-02,unknown,0.05,3.572
454,ENSG00000102384,ENSP00000102384,CENPI protein,3.00,8.01,1.034e-07,nucleus,0.65,3.571
455,ENSG00000258227,ENSP00000258227,CLEC5A protein,2.98,7.90,1.041e-03,membrane,0.94,3.553
456,ENSG00000088340,ENSP00000088340,ENSG00000088340 protein,3.02,8.09,2.120e-02,unknown,0.1,3.540
457,ENSG00000108375,ENSP00000108375,RNF43 protein,2.97,7.85,2.844e-05,membrane,1,3.540
458,ENSG00000136982,ENSP00000136982,DSCC1 protein,2.99,7.94,2.586e-07,nucleus,0.61,3.538
459,ENSG00000179761,ENSP00000179761,PIPOX protein,2.97,7.86,1.594e-02,secreted,0.86,3.525
460,ENSG00000139734,ENSP00000139734,DIAPH3 protein,2.98,7.86,2.657e-07,cytoplasm,0.74,3.520
461,ENSG00000184949,ENSP00000184949,ENSG00000184949 protein,3.00,8.02,1.404e-04,unknown,0.05,3.514
462,ENSG00000276043,ENSP00000276043,UHRF1 protein,2.97,7.86,2.467e-08,nucleus,0.69,3.513
463,ENSG00000197472,ENSP00000197472,ZNF695 protein,2.97,7.85,4.134e-05,nucleus,0.54,3.495
464,ENSG00000164932,ENSP00000164932,CTHRC1 protein,2.96,7.79,7.307e-04,secreted,0.7499999999999999,3.490
465,ENSG00000256916,ENSP00000256916,ENSG00000256916 protein,2.99,7.96,2.397e-02,unknown,0.05,3.482
466,ENSG00000253616,ENSP00000253616,ENSG00000253616 protein,2.98,7.91,3.878e-04,unknown,0.05,3.469
467,ENSG00000180999,ENSP00000180999,ENSG00000180999 protein,2.98,7.88,1.524e-04,unknown,0.05,3.456
468,ENSG00000283162,ENSP00000283162,ENSG00000283162 protein,2.98,7.88,1.163e-02,unknown,0.05,3.453
469,ENSG00000180730,ENSP00000180730,SHISA2 protein,2.94,7.66,2.023e-04,membrane,0.89,3.453
470,ENSG00000204956,ENSP00000204956,PCDHGA1 protein,2.94,7.65,2.368e-03,membrane,0.88,3.449
